NR,Date_reported,Country_code,Country,WHO_region,New_cases,Cumulative_cases,New_deaths,Cumulative_deaths,Średnia  przypadków,Średnia zgonów,,(x_i – x_avg)*(y 1_i – y1_avg),(x_i – x_avg)*(x_i – x_avg),(x_i – x_avg)*(y2_i – y2_avg),,Odległość y1_i od prostej,Suma kwadratów odległości na przedziale 30 dni
305,2020-11-02,VN,Viet Nam,WPRO,0,1180,0,35,1.71428571428571,0,,-432.315068493149,2401,-4.06849315068493,,152.331585168609,3045.93469587847
306,2020-11-03,VN,Viet Nam,WPRO,12,1192,0,35,3.28571428571429,0,,-362.566396421581,2500,-4.15152362314789,,117.563415377556,3097.6215980616
307,2020-11-04,VN,Viet Nam,WPRO,11,1203,0,35,4.42857142857143,0,,-311.532010064298,2601,-4.23455409561085,,95.4848712939003,3113.85112193787
308,2020-11-05,VN,Viet Nam,WPRO,4,1207,0,35,4.85714285714286,0,,-295.354766564158,2704,-4.31758456807381,,88.6401801070508,3116.74206673931
309,2020-11-06,VN,Viet Nam,WPRO,3,1210,0,35,4.71428571428571,0,,-308.60609449259,2809,-4.40061504053676,,92.7287207417672,3074.50147565501
310,2020-11-07,VN,Viet Nam,WPRO,3,1213,0,35,5.14285714285714,0,,-291.285993849593,2916,-4.48364551299972,,85.9853883792136,3023.84347953789
311,2020-11-08,VN,Viet Nam,WPRO,0,1213,0,35,4.71428571428571,0,,-320.25160749231,3025,-4.56667598546268,,95.5160022502134,2984.37166482988
312,2020-11-09,VN,Viet Nam,WPRO,0,1213,0,35,4.71428571428571,0,,-326.074363992171,3136,-4.64970645792564,,96.9251202591419,2957.66853903984
313,2020-11-10,VN,Viet Nam,WPRO,3,1216,0,35,3.42857142857143,0,,-405.182834777745,3249,-4.73273693038859,,125.498172392573,2964.24907277687
314,2020-11-11,VN,Viet Nam,WPRO,10,1226,0,35,3.28571428571429,0,,-420.577019849033,3364,-4.81576740285155,,130.354296156291,2980.30484193257
315,2020-11-12,VN,Viet Nam,WPRO,26,1252,0,35,6.42857142857143,0,,-242.399776348894,3481,-4.89879787531451,,69.6598927511887,2934.12524157269
316,2020-11-13,VN,Viet Nam,WPRO,1,1253,0,35,6.14285714285714,0,,-263.651104277326,3600,-4.98182834777747,,75.7559825898333,2898.60007266656
317,2020-11-14,VN,Viet Nam,WPRO,3,1256,0,35,6.14285714285714,0,,-268.045289348614,3721,-5.06485882024043,,77.0114721046609,2885.77986068854
318,2020-11-15,VN,Viet Nam,WPRO,9,1265,0,35,7.42857142857143,0,,-192.725188705617,3844,-5.14788929270338,,57.1797686272928,2854.46934567067
319,2020-11-16,VN,Viet Nam,WPRO,16,1281,0,35,9.71428571428571,0,,-51.833659491192,3969,-5.23091976516634,,28.5994249198324,2779.17070792487
320,2020-11-17,VN,Viet Nam,WPRO,2,1283,0,35,9.57142857142857,0,,-61.7992731339092,4096,-5.3139502376293,,30.9417058311738,2704.74492573681
321,2020-11-18,VN,Viet Nam,WPRO,5,1288,0,35,8.85714285714286,0,,-109.193458205198,4225,-5.39698071009226,,40.3052223957506,2655.18826863189
322,2020-11-19,VN,Viet Nam,WPRO,12,1300,0,35,6.85714285714286,0,,-242.873357562201,4356,-5.48001118255522,,70.9042507398644,2647.99833051069
323,2020-11-20,VN,Viet Nam,WPRO,4,1304,0,35,7.28571428571429,0,,-217.838971204918,4489,-5.56304165501817,,65.023604825793,2628.48066471001
324,2020-11-21,VN,Viet Nam,WPRO,1,1305,0,35,7,0,,-240.518870561921,4624,-5.64607212748113,,70.9176634476178,2599.78305357174
325,2020-11-22,VN,Viet Nam,WPRO,1,1306,0,35,5.85714285714286,0,,-322.91305563321,4761,-5.72910259994409,,92.8514648221907,2594.43207059712
326,2020-11-23,VN,Viet Nam,WPRO,1,1307,0,35,3.71428571428571,0,,-477.592954990213,4900,-5.81213307240705,,140.437441026061,2635.23833912548
327,2020-11-24,VN,Viet Nam,WPRO,5,1312,0,35,4.14285714285714,0,,-453.987140061502,5041,-5.89516354487,,132.109409583302,2692.96062661196
328,2020-11-25,VN,Viet Nam,WPRO,4,1316,0,35,4,0,,-470.667039418505,5184,-5.97819401733296,,137.090603500425,2754.4199663182
329,2020-11-26,VN,Viet Nam,WPRO,5,1321,0,35,3,0,,-550.204081632651,5329,-6.06122448979592,,163.338532929239,2827.83621368881
330,2020-11-27,VN,Viet Nam,WPRO,10,1331,0,35,3.85714285714286,0,,-494.312552418225,5476,-6.14425496225888,,143.88195245377,2885.80661048255
331,2020-11-28,VN,Viet Nam,WPRO,8,1339,0,35,4.85714285714286,0,,-425.992451775228,5625,-6.22728543472184,,122.476433067092,2912.84485917648
332,2020-11-29,VN,Viet Nam,WPRO,2,1341,0,35,5,0,,-420.815208275088,5776,-6.31031590718479,,120.909305305627,2939.69876128847
333,2020-11-30,VN,Viet Nam,WPRO,2,1343,0,35,5.14285714285714,0,,-415.352250489235,5929,-6.39334637964775,,119.352268171872,2963.59728404876
334,2020-12-01,VN,Viet Nam,WPRO,4,1347,0,35,5,0,,-431.88929270338,6084,-6.47637685211071,,124.08913488779,2963.86328610669
335,2020-12-02,VN,Viet Nam,WPRO,4,1351,0,35,5,0,,-437.426334917526,6241,-6.55940732457367,,125.694526933577,2937.22622787166
336,2020-12-03,VN,Viet Nam,WPRO,7,1358,0,35,5.28571428571429,0,,-420.106234274529,6400,-6.64243779703662,,120.944336189958,2940.60714868406
337,2020-12-04,VN,Viet Nam,WPRO,3,1361,0,35,4.28571428571429,0,,-506.357562202961,6561,-6.72546826949958,,145.667913318431,2990.79019070859
338,2020-12-05,VN,Viet Nam,WPRO,0,1361,0,35,3.14285714285714,0,,-606.323175845678,6724,-6.80849874196254,,176.464130453466,3078.61414105501
339,2020-12-06,VN,Viet Nam,WPRO,4,1365,0,35,3.42857142857143,0,,-590.003075202681,6889,-6.8915292144255,,170.827323269645,3156.71274358289
340,2020-12-07,VN,Viet Nam,WPRO,1,1366,0,35,3.28571428571429,0,,-609.111545988255,7056,-6.97455968688846,,176.485289740366,3247.21264494404
341,2020-12-08,VN,Viet Nam,WPRO,1,1367,0,35,2.85714285714286,0,,-652.791445345259,7225,-7.05759015935141,,190.031044674291,3341.72768736812
342,2020-12-09,VN,Viet Nam,WPRO,10,1377,0,35,3.71428571428571,0,,-586.757058987976,7396,-7.14062063181437,,168.996326941138,3413.79889405011
343,2020-12-10,VN,Viet Nam,WPRO,4,1381,0,35,3.28571428571429,0,,-630.86552977355,7569,-7.22365110427733,,182.25693707883,3470.55765873637
344,2020-12-11,VN,Viet Nam,WPRO,4,1385,0,35,3.42857142857143,0,,-625.545429130553,7744,-7.30668157674029,,180.34412582886,3520.54748840894
345,2020-12-12,VN,Viet Nam,WPRO,6,1391,0,35,4.28571428571429,0,,-556.368185630413,7921,-7.38971204920324,,159.86847188699,3610.75606754474
346,2020-12-13,VN,Viet Nam,WPRO,4,1395,0,35,4.28571428571429,0,,-562.619513558845,8100,-7.4727425216662,,161.689973472176,3696.69005842708
347,2020-12-14,VN,Viet Nam,WPRO,2,1397,0,35,4.42857142857143,0,,-555.870841487277,8281,-7.55577299412916,,159.888611674211,3779.56719799663
348,2020-12-15,VN,Viet Nam,WPRO,5,1402,0,35,5,0,,-509.407883701423,8464,-7.63880346659212,,147.503576980936,3869.89100635027
349,2020-12-16,VN,Viet Nam,WPRO,3,1405,0,35,4,0,,-607.944925915569,8649,-7.72183393905508,,174.687287069302,4015.97886849974
350,2020-12-17,VN,Viet Nam,WPRO,0,1405,0,35,3.42857142857143,0,,-668.196253844,8836,-7.80486441151803,,192.104788503435,4177.14195117201
351,2020-12-18,VN,Viet Nam,WPRO,2,1407,0,35,3.14285714285714,0,,-702.447581772432,9025,-7.88789488398099,,202.143796021873,4338.98052479813
352,2020-12-19,VN,Viet Nam,WPRO,3,1410,0,35,2.71428571428571,0,,-750.984623986578,9216,-7.97092535644395,,216.623245569833,4484.6995196281
353,2020-12-20,VN,Viet Nam,WPRO,1,1411,0,35,2.28571428571429,0,,-800.378809057866,9409,-8.05395582890691,,231.603491832244,4651.27940663455
354,2020-12-21,VN,Viet Nam,WPRO,2,1413,0,35,2.28571428571429,0,,-808.630136986298,9604,-8.13698630136986,,233.794845856225,4814.15658904315
355,2020-12-22,VN,Viet Nam,WPRO,1,1414,0,35,1.71428571428571,0,,-873.452893486159,9801,-8.22001677383282,,253.879823710826,4975.18494793179
356,2020-12-23,VN,Viet Nam,WPRO,6,1420,0,35,2.14285714285714,0,,-839.418507128876,10000,-8.30304724629578,,242.638632273318,5077.38613917905
357,2020-12-24,VN,Viet Nam,WPRO,1,1421,0,35,2.28571428571429,0,,-833.384120771593,10201,-8.38607771875874,,240.43081694699,5185.70754654274
358,2020-12-25,VN,Viet Nam,WPRO,12,1433,0,35,3.71428571428571,0,,-695.921162985739,10404,-8.4691081912217,,200.196664325931,5248.81360736824
359,2020-12-26,VN,Viet Nam,WPRO,6,1439,0,35,4.14285714285714,0,,-658.601062342742,10609,-8.55213866368465,,190.228708622946,5275.70378306195
360,2020-12-27,VN,Viet Nam,WPRO,1,1440,0,35,4.14285714285714,0,,-664.995247414031,10816,-8.63516913614761,,192.215186519694,5324.03701712787
361,2020-12-28,VN,Viet Nam,WPRO,1,1441,0,35,4,0,,-686.38943248532,11025,-8.71819960861057,,198.214103872627,5399.77468793341
362,2020-12-29,VN,Viet Nam,WPRO,10,1451,0,35,5.28571428571429,0,,-556.640760413751,11236,-8.80123008107353,,165.507338812156,5444.37272143994
363,2020-12-30,VN,Viet Nam,WPRO,3,1454,0,35,4.85714285714286,0,,-607.749231199325,11449,-8.88426055353649,,178.632948351692,5503.65340161976
364,2020-12-31,VN,Viet Nam,WPRO,2,1456,0,35,5,0,,-598.000559127757,11664,-8.96729102599944,,176.739300125962,5556.30356685793
365,2021-01-01,VN,Viet Nam,WPRO,9,1465,0,35,4.57142857142857,0,,-650.251887056189,11881,-9.0503214984624,,190.294619438784,5620.90365936314
366,2021-01-02,VN,Viet Nam,WPRO,9,1474,0,35,5,0,,-609.074643556049,12100,-9.13335197092536,,180.579492575555,5680.53881574873
367,2021-01-03,VN,Viet Nam,WPRO,8,1482,0,35,6,0,,-503.611685770195,12321,-9.21638244338832,,156.49543866643,5691.36634109673
368,2021-01-04,VN,Viet Nam,WPRO,12,1494,0,35,7.57142857142857,0,,-332.148727984341,12544,-9.29941291585127,,121.224765928238,5636.1269765715
369,2021-01-05,VN,Viet Nam,WPRO,3,1497,0,35,6.57142857142857,0,,-448.114341627058,12769,-9.38244338831423,,145.975658255869,5611.27531155773
370,2021-01-06,VN,Viet Nam,WPRO,7,1504,0,35,7.14285714285714,0,,-386.937098126919,12996,-9.46547386077719,,134.152843655985,5568.94286547335
371,2021-01-07,VN,Viet Nam,WPRO,1,1505,0,35,7,0,,-406.759854626779,13225,-9.54850433324015,,139.17205857238,5518.08387937144
372,2021-01-08,VN,Viet Nam,WPRO,4,1509,0,35,6.28571428571429,0,,-493.154039698067,13456,-9.6315348057031,,158.337759251839,5507.42531168214
373,2021-01-09,VN,Viet Nam,WPRO,3,1512,0,35,5.42857142857143,0,,-597.691081912213,13689,-9.71456527816606,,182.579626840304,5507.74800144361
374,2021-01-10,VN,Viet Nam,WPRO,1,1513,0,35,4.42857142857143,0,,-720.799552697788,13924,-9.79759575062902,,212.693921018262,5540.09779663302
375,2021-01-11,VN,Viet Nam,WPRO,1,1514,0,35,2.85714285714286,0,,-913.908023483362,14161,-9.88062622309198,,263.324778403177,5643.5541031492
376,2021-01-12,VN,Viet Nam,WPRO,1,1515,0,35,2.57142857142857,0,,-955.87363712608,14400,-9.96365669555494,,275.05645523179,5756.92058490882
377,2021-01-13,VN,Viet Nam,WPRO,5,1520,0,35,2.28571428571429,0,,-998.410679340225,14641,-10.0466871680179,,287.043803273577,5884.07577650818
378,2021-01-14,VN,Viet Nam,WPRO,1,1521,0,35,2.28571428571429,0,,-1006.66200726866,14884,-10.1297176404809,,289.482793372844,6026.05499290009
379,2021-01-15,VN,Viet Nam,WPRO,10,1531,0,35,3.14285714285714,0,,-909.484763768518,15129,-10.2127481129438,,263.376474405697,6114.74418023649
380,2021-01-16,VN,Viet Nam,WPRO,5,1536,0,35,3.42857142857143,0,,-881.450377411234,15376,-10.2957785854068,,256.479913570249,6179.1193053033
381,2021-01-17,VN,Viet Nam,WPRO,1,1537,0,35,3.42857142857143,0,,-888.558848196809,15625,-10.3788090578697,,258.785682704431,6235.76119198586
382,2021-01-18,VN,Viet Nam,WPRO,0,1537,0,35,3.28571428571429,0,,-913.667318982383,15876,-10.4618395303327,,265.738933548001,6284.87687996403
383,2021-01-19,VN,Viet Nam,WPRO,2,1539,0,35,3.42857142857143,0,,-902.775789767958,16129,-10.5448700027956,,263.428175482207,6316.70156361399
384,2021-01-20,VN,Viet Nam,WPRO,1,1540,0,35,2.85714285714286,0,,-983.027117696389,16384,-10.6279004752586,,284.722626717816,6367.62934447558
385,2021-01-21,VN,Viet Nam,WPRO,4,1544,0,35,3.28571428571429,0,,-935.421302767678,16641,-10.7109309477216,,272.810670281717,6386.56019104647
386,2021-01-22,VN,Viet Nam,WPRO,2,1546,0,35,2.14285714285714,0,,-1091.24405926754,16900,-10.7939614201845,,314.411950168986,6458.33350894214
387,2021-01-23,VN,Viet Nam,WPRO,2,1548,0,35,1.71428571428571,0,,-1155.78110148169,17161,-10.8769918926475,,332.408135160146,6550.3108271553
388,2021-01-24,VN,Viet Nam,WPRO,0,1548,0,35,1.57142857142857,0,,-1183.46100083869,17424,-10.9600223651104,,340.282485758519,6690.39664858788
389,2021-01-25,VN,Viet Nam,WPRO,0,1548,0,35,1.57142857142857,0,,-1192.42661448141,17689,-11.0430528375734,,342.937585397185,6843.10552536212
390,2021-01-26,VN,Viet Nam,WPRO,1,1549,0,35,1.42857142857143,0,,-1220.53508526698,17956,-11.1260833100363,,350.934954464631,7001.82529330706
391,2021-01-27,VN,Viet Nam,WPRO,2,1551,0,35,1.57142857142857,0,,-1210.35784176684,18225,-11.2091137824993,,348.278739183927,7151.88992861836
392,2021-01-28,VN,Viet Nam,WPRO,2,1553,0,35,1.28571428571429,0,,-1258.1805982667,18496,-11.2921442549623,,361.751599913736,7348.13418971994
393,2021-01-29,VN,Viet Nam,WPRO,98,1651,0,35,15,0,,611.425216662012,18769,-11.3751747274252,,28.9154597892614,7198.41670115751
394,2021-01-30,VN,Viet Nam,WPRO,88,1739,0,35,27.2857142857143,0,,2311.31674587644,19044,-11.4582051998882,,46.7387960007925,7068.41619703234
395,2021-01-31,VN,Viet Nam,WPRO,42,1781,0,35,33.2857142857143,0,,3162.06541794801,19321,-11.5412356723511,,162.938868828175,7041.06044642173
396,2021-02-01,VN,Viet Nam,WPRO,38,1819,0,35,38.7142857142857,0,,3944.81409001957,19600,-11.6242661448141,,328.388605945413,7188.86955979159
397,2021-02-02,VN,Viet Nam,WPRO,32,1851,0,35,43.1428571428572,0,,4597.41990494829,19881,-11.7072966172771,,505.271289043367,7537.64541016852
398,2021-02-03,VN,Viet Nam,WPRO,40,1891,0,35,48.5714285714286,0,,5400.88286273414,20164,-11.79032708974,,774.786390188253,8191.20703442854
399,2021-02-04,VN,Viet Nam,WPRO,57,1948,0,35,56.4285714285714,0,,6562.48867766285,20449,-11.873357562203,,1268.80584983679,9314.03722600946
400,2021-02-05,VN,Viet Nam,WPRO,9,1957,0,35,43.7142857142857,0,,4777.52306402013,20736,-11.9563880346659,,521.400169337748,9701.28455169122
401,2021-02-06,VN,Viet Nam,WPRO,19,1976,0,35,33.8571428571429,0,,3381.41459323456,21025,-12.0394185071289,,166.544676914402,9728.65717003324
402,2021-02-07,VN,Viet Nam,WPRO,9,1985,0,35,29.1428571428571,0,,2716.44897959183,21316,-12.1224489795918,,65.9198902826367,9636.23930106404
403,2021-02-08,VN,Viet Nam,WPRO,20,2005,0,35,26.5714285714286,0,,2357.05479452056,21609,-12.2054794520548,,29.9849458587668,9483.6446200825
404,2021-02-09,VN,Viet Nam,WPRO,48,2053,0,35,28.8571428571429,0,,2711.37489516356,21904,-12.2885099245178,,59.1320808042873,9330.08277986852
405,2021-02-10,VN,Viet Nam,WPRO,17,2070,0,35,25.5714285714286,0,,2240.12356723512,22201,-12.3715403969807,,18.7679361635806,9085.52593762893
406,2021-02-11,VN,Viet Nam,WPRO,39,2109,0,35,23,0,,1869.44366787811,22500,-12.4545708694437,,2.85252599853469,8813.32200839567
407,2021-02-12,VN,Viet Nam,WPRO,31,2140,0,35,26.1428571428571,0,,2356.47805423539,22801,-12.5376013419066,,22.6573395800042,8548.9355447021
408,2021-02-13,VN,Viet Nam,WPRO,2,2142,0,35,23.7142857142857,0,,2002.94101202125,23104,-12.6206318143696,,5.10567667799607,8264.55842800725
409,2021-02-14,VN,Viet Nam,WPRO,53,2195,0,35,30,0,,2977.83254123568,23409,-12.7036622868325,,71.7995576187414,8072.9815112203
410,2021-02-15,VN,Viet Nam,WPRO,34,2229,0,35,32,0,,3305.29549902153,23716,-12.7866927592955,,108.194014662209,7924.69561231226
411,2021-02-16,VN,Viet Nam,WPRO,42,2271,0,35,31.1428571428571,0,,3193.90131395024,24025,-12.8697232317585,,89.7313928971186,7755.64132250494
412,2021-02-17,VN,Viet Nam,WPRO,40,2311,0,35,34.4285714285714,0,,3727.07855745038,24336,-12.9527537042214,,160.948629055112,7650.85101801205
413,2021-02-18,VN,Viet Nam,WPRO,18,2329,0,35,31.4285714285714,0,,3279.9700866648,24649,-13.0357841766844,,92.4429620170625,7479.86580454691
414,2021-02-19,VN,Viet Nam,WPRO,18,2347,0,35,29.5714285714286,0,,3007.43304445067,24964,-13.1188146491473,,59.0708557873607,7254.21403361645
415,2021-02-20,VN,Viet Nam,WPRO,15,2362,0,35,31.4285714285714,0,,3321.75314509365,25281,-13.2018451216103,,89.7012194120089,7071.10458274674
416,2021-02-21,VN,Viet Nam,WPRO,6,2368,0,35,24.7142857142857,0,,2268.35896002237,25600,-13.2848755940732,,7.20901173462653,6763.90164431238
417,2021-02-22,VN,Viet Nam,WPRO,15,2383,0,35,22,0,,1845.53620352251,25921,-13.3679060665362,,0.010231767340942,6431.50374091958
418,2021-02-23,VN,Viet Nam,WPRO,12,2395,0,35,17.7142857142857,0,,1162.71344702265,26244,-13.4509365389992,,19.8799455394998,6111.10120070056
419,2021-02-24,VN,Viet Nam,WPRO,8,2403,0,35,13.1428571428571,0,,424.747833379925,26569,-13.5339670114621,,82.8454682482196,5851.00908355159
420,2021-02-25,VN,Viet Nam,WPRO,9,2412,0,35,11.8571428571429,0,,216.496505451508,26896,-13.6169974839251,,109.400923780821,5609.47505286779
421,2021-02-26,VN,Viet Nam,WPRO,9,2421,0,35,10.5714285714286,0,,5.67374895164534,27225,-13.700027956388,,139.642214749822,5400.83852843368
422,2021-02-27,VN,Viet Nam,WPRO,5,2426,0,35,9.14285714285714,0,,-231.434721833934,27556,-13.783058428851,,177.353912679525,5216.44084119947
423,2021-02-28,VN,Viet Nam,WPRO,6,2432,0,35,9.14285714285714,0,,-232.828906905223,27889,-13.866088901314,,179.272167572983,5366.79754898319
424,2021-03-01,VN,Viet Nam,WPRO,16,2448,0,35,9.28571428571429,0,,-210.223091976511,28224,-13.9491193737769,,177.375125243316,5497.43387822572
425,2021-03-02,VN,Viet Nam,WPRO,24,2472,0,35,11,0,,78.2398658093428,28561,-14.0321498462399,,136.323520084575,5470.81852948212
426,2021-03-03,VN,Viet Nam,WPRO,3,2475,0,35,10.2857142857143,0,,-42.725747833372,28900,-14.1151803187028,,155.298424322618,5297.72834785932
427,2021-03-04,VN,Viet Nam,WPRO,7,2482,0,35,10,0,,-91.834218618949,29241,-14.1982107911658,,164.337526567625,4956.79458538358
428,2021-03-05,VN,Viet Nam,WPRO,6,2488,0,35,9.57142857142857,0,,-166.085546547381,29584,-14.2812412636287,,177.41755417639,4359.42574937171
429,2021-03-06,VN,Viet Nam,WPRO,13,2501,0,35,10.7142857142857,0,,30.6631255241852,29929,-14.3642717360917,,150.032800749424,3240.65270028435
430,2021-03-07,VN,Viet Nam,WPRO,8,2509,0,35,11,0,,80.5546547386133,30276,-14.4473022085547,,144.838823066681,2864.09135401329
431,2021-03-08,VN,Viet Nam,WPRO,3,2512,0,35,9.14285714285714,0,,-243.982387475533,30625,-14.5303326810176,,194.989660833573,2892.53633793246
432,2021-03-09,VN,Viet Nam,WPRO,12,2524,0,35,7.42857142857143,0,,-547.090858261107,30976,-14.6133631534806,,248.06194313373,3074.67839078355
433,2021-03-10,VN,Viet Nam,WPRO,2,2526,0,35,7.28571428571429,0,,-575.485043332395,31329,-14.6963936259435,,254.8705679836,3299.56401290838
434,2021-03-11,VN,Viet Nam,WPRO,3,2529,0,35,6.71428571428571,0,,-680.450656975114,31684,-14.7794240984065,,275.823059080038,3516.25499118414
435,2021-03-12,VN,Viet Nam,WPRO,6,2535,0,35,6.71428571428571,0,,-684.273413474974,32041,-14.8624545708694,,278.21400489444,3775.70105991499
436,2021-03-13,VN,Viet Nam,WPRO,15,2550,0,35,7,0,,-636.667598546262,32400,-14.9454850433324,,271.124572893795,4043.97310681026
437,2021-03-14,VN,Viet Nam,WPRO,3,2553,0,35,6.28571428571429,0,,-769.490355046122,32761,-15.0285155157954,,297.630583261849,4318.9463504921
438,2021-03-15,VN,Viet Nam,WPRO,1,2554,0,35,6,0,,-825.741682974554,33124,-15.1115459882583,,310.094996376004,4623.93567019011
439,2021-03-16,VN,Viet Nam,WPRO,5,2559,0,35,5,0,,-1013.2787251887,33489,-15.1945764607213,,348.992506822998,4901.12861939436
440,2021-03-17,VN,Viet Nam,WPRO,1,2560,0,35,4.85714285714286,0,,-1045.10148168856,33856,-15.2776069331842,,357.059762835997,5149.99436756815
441,2021-03-18,VN,Viet Nam,WPRO,7,2567,0,35,5.42857142857143,0,,-945.067095331277,34225,-15.3606374056472,,338.428388485866,5398.6913631569
442,2021-03-19,VN,Viet Nam,WPRO,3,2570,0,35,5,0,,-1029.88985183114,34596,-15.4436678781102,,357.089860957898,5594.83259505969
443,2021-03-20,VN,Viet Nam,WPRO,1,2571,0,35,3,0,,-1409.42689404528,34969,-15.5266983505731,,439.684208227571,5942.07384127019
444,2021-03-21,VN,Viet Nam,WPRO,1,2572,0,35,2.71428571428571,0,,-1470.67822197372,35344,-15.6097288230361,,454.806349081872,6337.80933456471
445,2021-03-22,VN,Viet Nam,WPRO,0,2572,0,35,2.57142857142857,0,,-1505.50097847358,35721,-15.692759295499,,464.009217788929,6712.11733294163
446,2021-03-23,VN,Viet Nam,WPRO,3,2575,0,35,2.28571428571429,0,,-1567.75230640201,36100,-15.775789767962,,479.540546482203,7184.4488676892
447,2021-03-24,VN,Viet Nam,WPRO,1,2576,0,35,2.28571428571429,0,,-1576.00363433044,36481,-15.8588202404249,,482.691490297917,7667.13012621978
448,2021-03-25,VN,Viet Nam,WPRO,0,2576,0,35,1.28571428571429,0,,-1776.25496225887,36864,-15.9418507128879,,530.936887855472,8178.18706853575
449,2021-03-26,VN,Viet Nam,WPRO,5,2581,0,35,1.57142857142857,0,,-1730.36343304444,37249,-16.0248811853509,,521.12581445769,8616.46741474522
450,2021-03-27,VN,Viet Nam,WPRO,5,2586,0,35,2.14285714285714,0,,-1628.47190383002,37636,-16.1079116578138,,498.565416448919,9005.63190741332
451,2021-03-28,VN,Viet Nam,WPRO,4,2590,0,35,2.57142857142857,0,,-1553.29466032988,38025,-16.1909421302768,,482.761480999704,9348.7511736632
452,2021-03-29,VN,Viet Nam,WPRO,1,2591,0,35,2.71428571428571,0,,-1533.2602739726,38416,-16.2739726027397,,479.645191221743,9651.04245220542
453,2021-03-30,VN,Viet Nam,WPRO,3,2594,0,35,2.71428571428571,0,,-1541.08303047246,38809,-16.3570030752027,,482.796478253343,9954.56676288578
454,2021-03-31,VN,Viet Nam,WPRO,0,2594,0,35,2.57142857142857,0,,-1577.19150125803,39204,-16.4400335476656,,492.27690789744,10269.4685455399
455,2021-04-01,VN,Viet Nam,WPRO,9,2603,0,35,3.85714285714286,0,,-1329.29997204361,39601,-16.5230640201286,,439.884623565017,10573.0296490204
456,2021-04-02,VN,Viet Nam,WPRO,14,2617,0,35,5.14285714285714,0,,-1078.83701425775,40000,-16.6060944925916,,390.439385033764,10808.1706097315
457,2021-04-03,VN,Viet Nam,WPRO,3,2620,0,35,4.85714285714286,0,,-1141.65977075761,40401,-16.6891249650545,,404.696913577023,11048.5299967409
458,2021-04-04,VN,Viet Nam,WPRO,9,2629,0,35,5.57142857142857,0,,-1003.0539558289,40804,-16.7721554375175,,379.260870931016,11250.3733134955
459,2021-04-05,VN,Viet Nam,WPRO,2,2631,0,35,5.71428571428571,0,,-979.019569471619,41209,-16.8551859099804,,376.499337038091,11476.8398497842
460,2021-04-06,VN,Viet Nam,WPRO,6,2637,0,35,6.14285714285714,0,,-896.413754542907,41616,-16.9382163824434,,362.782349022686,11694.7833757402
461,2021-04-07,VN,Viet Nam,WPRO,11,2648,0,35,7.71428571428571,0,,-578.665082471339,42025,-17.0212468549064,,307.905784932694,11807.6994998393
462,2021-04-08,VN,Viet Nam,WPRO,11,2659,0,35,8,0,,-522.630696114056,42436,-17.1042773273693,,300.445259793968,11860.0828164996
463,2021-04-09,VN,Viet Nam,WPRO,10,2669,0,35,7.42857142857143,0,,-643.453452613915,42849,-17.1873077998323,,323.158585992717,11928.3708345087
464,2021-04-10,VN,Viet Nam,WPRO,14,2683,0,35,9,0,,-319.704780542347,43264,-17.2703382722952,,271.491871497567,11924.0396469262
465,2021-04-11,VN,Viet Nam,WPRO,9,2692,0,35,9,0,,-321.241822756493,43681,-17.3533687447582,,273.864011457088,11919.6896534888
466,2021-04-12,VN,Viet Nam,WPRO,4,2696,0,35,9.28571428571429,0,,-262.778864970638,44100,-17.4363992172211,,266.830579991826,11915.3956605869
467,2021-04-13,VN,Viet Nam,WPRO,11,2707,0,35,10,0,,-113.315907184785,44521,-17.5194296896841,,246.254264478592,11864.0193418036
468,2021-04-14,VN,Viet Nam,WPRO,10,2717,0,35,9.85714285714286,0,,-144.138663684645,44944,-17.6024601621471,,253.038204277338,11806.962549705
469,2021-04-15,VN,Viet Nam,WPRO,20,2737,0,35,11.1428571428571,0,,129.038579815485,45369,-17.68549063461,,215.892685826514,11673.8627287085
470,2021-04-16,VN,Viet Nam,WPRO,21,2758,0,35,12.7142857142857,0,,465.930109029917,45796,-17.768521107073,,174.073331781247,11490.8762976537
471,2021-04-17,VN,Viet Nam,WPRO,15,2773,0,35,12.8571428571429,0,,498.821638244355,46225,-17.8515515795359,,172.204072325156,11324.651981493
472,2021-04-18,VN,Viet Nam,WPRO,8,2781,0,35,12.7142857142857,0,,470.284596030197,46656,-17.9345820519989,,177.884607323516,11145.4467278586
473,2021-04-19,VN,Viet Nam,WPRO,4,2785,0,35,12.7142857142857,0,,472.461839530336,47089,-18.0176125244618,,179.805722349355,10885.5682419804
474,2021-04-20,VN,Viet Nam,WPRO,6,2791,0,35,12,0,,318.924797316194,47524,-18.1006429969248,,201.505920169243,10632.2678130678
475,2021-04-21,VN,Viet Nam,WPRO,10,2801,0,35,12,0,,320.387755102048,47961,-18.1836734693878,,203.550281206249,10371.8088764851
476,2021-04-22,VN,Viet Nam,WPRO,11,2812,0,35,10.7142857142857,0,,38.9935700307557,48400,-18.2667039418507,,244.129560125743,10136.3978901286
477,2021-04-23,VN,Viet Nam,WPRO,12,2824,0,35,9.42857142857143,0,,-244.972043611958,48841,-18.3497344143137,,288.394674481633,9942.10107431236
478,2021-04-24,VN,Viet Nam,WPRO,8,2832,0,35,8.42857142857143,0,,-468.080514397532,49284,-18.4327648867766,,325.947412337483,9737.11159879436
